ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,PSA,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX ApKa,CX BpKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA Lipinski,HBD Lipinski,#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL1604,CEPHRADINE,Anspor|CEFRADINE|CEPHRADINE|Cefradine|Ecosporina|NICEF|SK&F D-39304|SK-D-39304|SQ 11436|SQ 22022 [DIHYDRATE]|SQ-11436|SQ-22022|VELOSEF '125'|VELOSEF '250'|VELOSEF '500'|Velosef,Small molecule,4,349.41,27.0,108.0,0.35,112.73,5,3,0,4,N,0.50,3.27,7.60,-2.45,-2.64,0,MOL,0,24,7,4,0,349.1096,ACID,C16H19N3O4S,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
CHEMBL2106851,NICOMORPHINE,NICOMORPHINE,Small molecule,0,495.54,,,3.37,90.85,8,0,0,4,N,0.31,None,9.10,3.22,1.52,3,MOL,0,37,8,0,0,495.1794,BASE,C29H25N3O5,CN1CC[C@]23c4c5ccc(OC(=O)c6cccnc6)c4O[C@H]2[C@@H](OC(=O)c2cccnc2)C=C[C@H]3[C@H]1C5
CHEMBL1623992,PIPERIDOLATE,PIPERIDOLATE,Small molecule,4,323.44,1.0,1.0,3.85,29.54,3,0,0,5,N,0.78,None,8.31,4.27,3.32,2,MOL,0,24,3,0,0,323.1885,NEUTRAL,C21H25NO2,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1
CHEMBL2105158,MORCLOFONE,MORCLOFONE,Small molecule,0,405.88,,,3.30,57.23,6,0,0,8,N,0.63,None,5.17,3.36,3.36,2,MOL,0,28,6,0,0,405.1343,NEUTRAL,C21H24ClNO5,COc1cc(C(=O)c2ccc(Cl)cc2)cc(OC)c1OCCN1CCOCC1
CHEMBL137,METRONIDAZOLE,ACEA|ANABACT|BAY-5360|BAYER 5360|BAYER-5360|DRAZIFON|ELYZOL|FLAGYL COMPAK|FLAGYL ER|FLAGYL-400|FLAGYL-S|Flagyl|Flagyl 375|Flagyl i.v. rtu in plastic container|METRO I.V.|METROCREAM|METROGEL-VAGINAL|METROLOTION|METROLYL|METROMIDOL|METRONIDAZOLE|METROSA|METROTOP|Metric 21|Metrogel|NEUTRATOP|NORZOL|NSC-50364|NSC-69587|NUVESSA|Noritate|PROTOSTAT|ROSICED|ROZEX|RP 8823|RP-8823|SATRIC|VAGINYL|Vandazole|ZADSTAT|ZIDOVAL|ZYOMET,Small molecule,4,171.16,292.0,3260.0,0.09,81.19,5,1,0,3,N,0.52,None,3.03,-0.46,-0.46,1,MOL,0,12,6,1,0,171.0644,NEUTRAL,C6H9N3O3,Cc1ncc([N+](=O)[O-])n1CCO
CHEMBL447629,MITOBRONITOL,DBM|MITOBRONITOL|MYELOBROMOL,Small molecule,4,307.97,9.0,10.0,-0.78,80.92,4,4,0,5,N,0.50,12.63,None,-0.65,-0.65,0,MOL,0,12,4,4,0,305.9102,NEUTRAL,C6H12Br2O4,O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr
CHEMBL2105131,MEFRUSIDE,BAY 1500|BAYCARON|MEFRUSIDE,Small molecule,4,382.89,2.0,4.0,1.18,106.77,5,1,0,5,N,0.82,8.68,None,0.94,0.92,1,MOL,0,23,7,2,0,382.0424,NEUTRAL,C13H19ClN2O5S2,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
CHEMBL2338329,ROXADUSTAT,ASP-1517|ASP1517|FG-4592|FG4592|ROXADUSTAT,Small molecule,3,352.35,15.0,51.0,2.86,108.75,5,3,0,5,N,0.65,2.75,3.84,1.85,-0.86,3,MOL,0,26,7,3,0,352.1059,ACID,C19H16N2O5,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12
CHEMBL1144,PRAVASTATIN,C10AA03|PRAVASTATIN|Pravachol|Pravastatin,Small molecule,4,424.53,155.0,1432.0,2.44,124.29,6,4,0,10,N,0.40,4.21,None,1.65,-1.38,0,MOL,0,30,7,4,0,424.2461,ACID,C23H36O7,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
CHEMBL2104381,CYANOCOBALAMIN CO 58,58CO|COBALT (58CO) CYANOCOBALAMINE|CYANOCOBALAMIN (58CO)|CYANOCOBALAMIN CO 58|CYANOCOBALAMIN CO-58,Small molecule,4,1355.4,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,1355.5752,None,C63H89CoN14O14P,
CHEMBL2108628,PACLITAXEL POLIGLUMEX,CT-2103|PACLITAXEL CONJUGATE WITH POLY-L-GLUTAMIC ACID|PACLITAXEL POLIGLUMEX|PG-TXL|Xyotax,Small molecule,3,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,
CHEMBL2108184,CROFELEMER,CROFELEMER|FULYZAQ|MYTESI|NP-303|Provir|SP-303|TRN-002|Virend,Small molecule,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,
CHEMBL1075733,VALNOCTAMIDE,Axiquel|MCN-X-181|NSC-32363|NSC-34092|VALNOCTAMIDE,Small molecule,3,143.23,4.0,8.0,1.54,43.09,1,1,0,4,N,0.64,None,None,1.83,1.83,0,MOL,0,10,2,2,0,143.131,NEUTRAL,C8H17NO,CCC(C)C(CC)C(N)=O
CHEMBL3989705,SODIUM PROPIONATE,SODIUM PROPIONATE,Small molecule,2,114.08,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,96.0187,None,C3H7NaO3,CCC(=O)[O-].O.[Na+]
CHEMBL19215,METERGOLINE,FI 6337|LISERDOL|MCE|METERGOLINE,Small molecule,4,403.53,190.0,504.0,4.06,46.50,4,1,0,4,N,0.71,None,8.22,3.99,3.11,3,MOL,0,30,5,1,0,403.226,NEUTRAL,C25H29N3O2,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
CHEMBL87045,CIFENLINE,CIBENZOLINE|CIBENZOLINE SUCCINATE|CIFENLINE|RO 22-7796,Small molecule,0,262.36,19.0,60.0,2.99,24.39,2,1,0,3,Y,0.90,None,10.41,3.00,0.69,2,MOL,0,20,2,1,0,262.147,BASE,C18H18N2,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1
CHEMBL2108265,CASCARA SAGRADA,CASC LIQ|CASCARA|CASCARA SAGRADA|CASCARA SAGRADA FLUIDEXTRACT|RHAMNUS PURSHIANA,Small molecule,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,
CHEMBL121,ROSIGLITAZONE,AVANDIA|Avandamet|Avandaryl|Avandia|BRL-49653|ROSIGLITAZONE|Rosiglitazone|TDZ-01,Small molecule,4,357.44,240.0,2296.0,2.49,71.53,6,1,0,7,N,0.82,6.84,6.23,2.45,2.21,2,MOL,0,25,6,1,0,357.1147,NEUTRAL,C18H19N3O3S,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
CHEMBL1237066,CALCIUM GLUCEPTATE,CALCIUM GLUCEPTATE|CALCIUM GLUCOHEPTONATE,Small molecule,4,490.42,2.0,3.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,490.0847,None,C14H26CaO16,O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2]
CHEMBL2396661,ALPELISIB,ALPELISIB|Alpelisib|BYL-719|NVP-BYL719|PIQRAY,Small molecule,4,441.48,288.0,335.0,3.84,101.21,5,2,0,4,N,0.75,7.79,2.81,2.81,2.67,2,MOL,0,30,7,3,0,441.1446,NEUTRAL,C19H22F3N5O2S,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1
CHEMBL38,TRETINOIN,ACTICIN|ALTRENO|ATRALIN|Avita|NSC-122758|RETIN-A MICRO|RETIN-A-MICRO|RETINOIC ACID|Renova|Retin-A|TRETINOIN|Tretin-X|Vesanoid,Small molecule,4,300.44,828.0,2203.0,5.60,37.30,1,1,1,5,N,0.53,4.76,None,5.01,2.42,0,MOL,0,22,2,1,1,300.2089,ACID,C20H28O2,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
CHEMBL3301592,SODIUM ZIRCONIUM CYCLOSILICATE,LOKELMA|SODIUM ZIRCONIUM CYCLOSILICATE|UXSi-9|ZS|ZS-9,Small molecule,4,,,,,,,,,,,,,,,,,NONE,1,,,,,,,,
CHEMBL2010601,IVACAFTOR,IVACAFTOR|KALYDECO|VX-770,Small molecule,4,392.5,19.0,66.0,5.08,82.19,3,3,1,2,N,0.57,9.66,None,5.76,5.76,3,MOL,0,29,5,3,1,392.21,NEUTRAL,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL1088,MESORIDAZINE,Lidanar|MESORIDAZINE|Mesoridazine|NC-123|Serentil|TPS-23,Small molecule,4,386.59,72.0,126.0,4.90,23.55,4,0,0,4,N,0.75,None,8.19,3.57,2.72,2,MOL,0,26,3,0,0,386.1487,NEUTRAL,C21H26N2OS2,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21
CHEMBL473417,VISMODEGIB,ERIVEDGE|GDC-0449|NSC-747691|VISMODEGIB,Small molecule,4,421.31,595.0,807.0,4.71,76.13,4,1,0,4,N,0.66,13.50,3.70,3.93,3.93,3,MOL,0,27,5,1,0,420.0102,NEUTRAL,C19H14Cl2N2O3S,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
CHEMBL1290,PENBUTOLOL,Levatol|PENBUTOLOL|Penbutolol,Small molecule,4,291.44,9.0,47.0,3.47,41.49,3,2,0,6,N,0.84,None,9.76,3.55,1.24,1,MOL,0,21,3,2,0,291.2198,BASE,C18H29NO2,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1
CHEMBL2103831,NAPROXCINOD,AR-P900758XX|AZD-3582|AZD3582|HCT 3012|HCT-3012|NAPROXCINOD,Small molecule,3,347.37,4.0,18.0,3.48,87.90,6,0,0,9,N,0.30,None,None,3.72,3.72,2,MOL,0,25,7,0,0,347.1369,NEUTRAL,C18H21NO6,COc1ccc2cc([C@H](C)C(=O)OCCCCO[N+](=O)[O-])ccc2c1
CHEMBL12948,SEMUSTINE,ICIG 1110|ICIG-1110|METHYL-CCNU|SEMUSTINE,Small molecule,3,247.73,123.0,291.0,2.50,61.77,3,1,0,4,N,0.47,None,None,2.44,2.44,0,MOL,0,16,5,1,0,247.1088,NEUTRAL,C10H18ClN3O2,CC1CCC(NC(=O)N(CCCl)N=O)CC1
CHEMBL1201266,LODOXAMIDE,LODOXAMIDE,Small molecule,4,311.64,6.0,49.0,0.26,156.59,5,4,0,2,N,0.57,0.56,None,0.83,-6.23,1,MOL,0,21,9,4,0,310.9945,ACID,C11H6ClN3O6,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1
CHEMBL119423,TISOPURINE,EXURACID|TISOPURINE,Small molecule,4,152.18,4.0,21.0,0.59,54.46,4,2,0,0,N,0.43,5.48,0.13,-0.46,-1.55,0,MOL,0,10,4,1,0,152.0157,ACID,C5H4N4S,Sc1[nH]cnc2nncc1-2
CHEMBL1200692,OLMESARTAN MEDOXOMIL,Benicar|CS-866|OLMESARTAN MEDOXOMIL|OLMETEC,Small molecule,4,558.6,30.0,116.0,4.17,162.16,11,2,2,10,N,0.24,4.25,3.63,4.54,3.24,5,MOL,0,41,12,2,2,558.2227,ACID,C29H30N6O6,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CHEMBL1442422,DIBENZEPIN,DIBENZEPIN,Small molecule,4,295.39,9.0,10.0,2.98,26.79,3,0,0,3,Y,0.87,None,8.23,2.64,1.75,2,MOL,0,22,4,0,0,295.1685,NEUTRAL,C18H21N3O,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21
CHEMBL3559672,RAUWOLFIA SERPENTINA,"HIWOLFIA|HYSERPIN|KOGLUCOID|RAUSERPIN|RAUVAL|RAUVOLFIA SERPENTINA ROOT|RAUWOLFIA ALKALOIDS|RAUWOLFIA ALKALOIDS, WHOLE ROOT|RAUWOLFIA SERPENTINA|RAUWOLFIA SERPENTINA ALSEROXYLON|RAUWOLFIA SERPENTINA ROOT|Raudixin|WOLFINA",Small molecule,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,
CHEMBL1623,MECLIZINE,MECLIZINE|MECLOZINE|Meclizine|NSC-169189,Small molecule,4,390.96,19.0,43.0,5.56,6.48,2,0,1,5,N,0.56,None,7.71,6.39,5.91,3,MOL,0,28,2,0,1,390.1863,NEUTRAL,C25H27ClN2,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
CHEMBL1200391,TROMETHAMINE,NSC-6365|TROMETAMOL|TROMETHAMINE|Tham,Small molecule,4,121.14,117.0,553.0,-2.34,86.71,4,4,0,3,N,0.34,None,8.95,-2.71,-4.26,0,MOL,0,8,4,5,0,121.0739,BASE,C4H11NO3,NC(CO)(CO)CO
CHEMBL1908843,GADOFOSVESET,GADOFOSVESET|MS-325,Small molecule,4,894.95,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,895.1785,None,C33H44GdN3O14P+3,
CHEMBL2105318,OXABOLONE CIPIONATE,FI 5852|OXABOLONE CIPIONATE,Small molecule,0,414.59,,,5.90,63.60,4,1,1,4,N,0.58,9.23,None,5.29,5.28,0,MOL,0,30,4,1,1,414.277,NEUTRAL,C26H38O4,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C(O)=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
CHEMBL1311,ISOSORBIDE MONONITRATE,AHR-4698|ANGEZE 10|ANGEZE 20|ANGEZE 40|ANGEZE SR 40|ANGEZE SR 60|ANGITATE|ASTRODUR MR|BM 22.145|BM 22.145IS 5-MNAHR-4698|BM-22-145|BM-22.145|BM-22145|CARMIL XL|CHEMYDUR 60 XL|CIBRAL 10|CIBRAL 20|CIBRAL 40|CIBRAL XL 60|DILUTED ISOSORBIDE MONONITRATE|DYNAMIN|DYNAMIN XL 25|DYNAMIN XL 50|ELANTAN 10|ELANTAN 20|ELANTAN 40|ELANTAN LA 25|ELANTAN LA 50|EUMON 40 XL|EUMON 60 XL|IMO LA|IS 5-MN|IS-5-MN|IS-5MN|ISIB 20|ISIB 40|ISIB 50 XL|ISIB 60 XL|ISMO 10|ISMO 20|ISMO 40|ISMO RET|ISODUR|ISODUR 25 XL|ISODUR 50 XL|ISOSORBIDE DINITRATE ISOSORBIDE-5-MONONITRATE|ISOSORBIDE MONONITRATE|ISOTARD 25 XL|ISOTARD 40 XL|ISOTARD 50 XL|ISOTARD 60 XL|ISOTRATE|Imdur|Ismo|KETANODUR|MCR 50|MODISAL 40 XL|MODISAL 60 XL|MODISAL LA 25|MODISAL LA 50|MONIGEN XL 60|MONIT|MONIT LS|MONIT SR|MONIT XL 60|MONO-CEDOCARD 10|MONO-CEDOCARD 20|MONO-CEDOCARD 40|MONODUR|MONOMAX SR 40|MONOMAX SR 60|MONOMAX XL|MONOMIL XL|MONOSORB XL 60|Monoket|PERTIL RET|PHASONIT LA 50|RELOSORB XL|SLOMON XL 60|TARDISC XL|TENKOSORB|TRANGINA XL|VASOTRATE 60 SR|XISMOX XL 60|ZEMON 40 XL|ZEMON 60 XL|ZIOTAN XL,Small molecule,4,191.14,20.0,115.0,-1.28,91.06,6,1,0,2,N,0.43,13.34,None,-0.71,-0.71,0,MOL,0,13,7,1,0,191.043,NEUTRAL,C6H9NO6,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
CHEMBL3707211,COPPER USNATE,COPPER USNATE,Small molecule,0,405.85,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,405.0036,None,C18H14CuO7,
CHEMBL3707336,FERROUS CARBONATE,FERROUS CARBONATE,Small molecule,0,115.85,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,115.9197,None,CFeO3,
CHEMBL28318,PROPYPHENAZONE,ISOPROPYLANTIPYRINE|PROPYPHENAZONE,Small molecule,0,230.31,6.0,72.0,2.61,26.93,3,0,0,2,Y,0.78,None,0.87,2.35,2.35,2,MOL,0,17,3,0,0,230.1419,NEUTRAL,C14H18N2O,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C
CHEMBL3989803,DIPYRONE,DIPYRONE|Diprofarn|METAMIZOLE SODIUM|METAMIZOLE SODIUM MONOHYDRATE|METHAMPYRONE|NORAMIDOPYRINE METHANESULFONATE SODIUM|NSC-73205|Novaldin|SULPYRINE|SULPYRINE HYDRATE,Small molecule,4,351.36,2.0,3.0,0.77,84.54,6,1,0,4,N,0.84,-1.42,None,-0.82,-2.25,2,MOL,0,21,7,1,0,311.094,ACID,C13H18N3NaO5S,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.O.[Na+]
CHEMBL1004,DOXYLAMINE,DOXYLAMINE|Decapryn|Doxy-Sleep-Aid|Doxylamine|Unisom,Small molecule,4,270.38,10.0,11.0,2.92,25.36,3,0,0,6,N,0.81,None,8.87,2.96,1.48,2,MOL,0,20,3,0,0,270.1732,BASE,C17H22N2O,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
CHEMBL36591,ALAPROCLATE,ALAPROCLATE|GEA 654,Small molecule,0,255.75,17.0,48.0,2.55,52.32,3,1,0,4,N,0.84,None,7.34,2.88,2.61,1,MOL,0,17,3,2,0,255.1026,NEUTRAL,C13H18ClNO2,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
CHEMBL190044,TRIMEBUTINE,TRIMEBUTINE|TRIMEBUTINE MALEATE,Small molecule,3,387.48,9.0,30.0,3.74,57.23,6,0,0,9,N,0.61,None,8.68,4.11,2.81,2,MOL,0,28,6,0,0,387.2046,BASE,C22H29NO5,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C
CHEMBL461343,GUANOXABENZ,43-663|GUANOXABENZ,Small molecule,0,247.09,1.0,1.0,1.62,83.00,3,3,0,2,N,0.32,11.08,3.38,2.17,2.17,1,MOL,0,15,5,4,0,246.0075,NEUTRAL,C8H8Cl2N4O,N/C(=N\O)N/N=C/c1c(Cl)cccc1Cl
CHEMBL464982,GAMOLENIC ACID,.GAMMA.-LINOLENIC ACID|18:3(N-6)|EFAMAST 40|EFAMAST 80|EPOC|EPOGAM|EPOGAM 40|EPOGAM 80|EPOGAM PAED|GAM-O|GAMMOLIN|GAMOLENIC ACID|GAMOPHASE|KENTOGAM|LIN-GAM|NDI 609|UNIGAM,Small molecule,4,278.44,35.0,55.0,5.66,37.30,1,1,1,13,N,0.35,4.92,None,6.06,3.62,0,MOL,0,20,2,1,1,278.2246,ACID,C18H30O2,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O
CHEMBL3707238,HEMATIN,HEMIN,Small molecule,0,633.51,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,633.18,None,C34H33FeN4O5,
CHEMBL3707259,ANTIMONY PENTASULFIDE,ANTIMONY PENTASULFIDE,Small molecule,0,419.98,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,1,None,None,None,None,417.7932,None,H16S5Sb2,
CHEMBL186,CEFEPIME,BMY-28142|CEFEPIME|J01DE01|Maxipime|RENAPIME|VNRX-5022,Small molecule,4,480.57,132.0,3310.0,-1.28,150.04,10,2,0,7,N,0.21,2.82,3.62,-4.22,-3.45,1,MOL,0,32,11,3,1,480.125,ACID,C19H24N6O5S2,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1
CHEMBL184412,DRONEDARONE,DRONEDARONE|SR-33589|SR33589,Small molecule,4,556.77,10.0,43.0,7.05,88.85,6,1,2,18,N,0.13,9.08,9.79,5.28,3.96,3,MOL,0,39,7,1,2,556.2971,BASE,C31H44N2O5S,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
CHEMBL2105097,GUACETISAL,GUACETISAL,Small molecule,0,286.28,2.0,4.0,2.84,61.83,5,0,0,4,N,0.64,None,None,3.08,3.08,2,MOL,0,21,5,0,0,286.0841,NEUTRAL,C16H14O5,COc1ccccc1OC(=O)c1ccccc1OC(C)=O
CHEMBL428880,CROMOLYN,CROMOGLICIC ACID|CROMOLYN|R03BC01,Small molecule,4,468.37,123.0,592.0,2.11,173.71,9,3,0,8,N,0.35,1.55,None,1.48,-5.57,4,MOL,0,34,11,3,1,468.0693,ACID,C23H16O11,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
CHEMBL1233058,GALACTOSE,GALACTOSE,Small molecule,3,180.16,8.0,27.0,-3.22,110.38,6,5,0,1,N,0.29,11.30,None,-2.93,-2.93,0,MOL,0,12,6,5,0,180.0634,NEUTRAL,C6H12O6,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
CHEMBL1278,NARATRIPTAN,Amerge|NARATRIPTAN,Small molecule,4,335.47,11.0,47.0,2.07,65.20,3,2,0,5,N,0.88,11.55,9.18,1.44,-0.34,2,MOL,0,23,5,2,0,335.1667,BASE,C17H25N3O2S,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
CHEMBL273453,ALDOSTERONE,ALDOSTERONE|NSC-73856,Small molecule,1,360.45,28.0,554.0,1.85,91.67,5,2,0,3,N,0.75,13.82,None,1.06,1.06,0,MOL,0,26,5,2,0,360.1937,NEUTRAL,C21H28O5,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12
CHEMBL4594222,TECHNETIUM TC 99M TEBOROXIME,Cardiotec|SQ 30217|TECHNETIUM (99MTC) TEBOROXIME|TECHNETIUM TC 99M TEBOROXIME|TECHNETIUM TC-99M TEBOROXIME KIT,Small molecule,4,582.65,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,580.0994,None,C19H29BClN6O6Tc,
CHEMBL4594247,ACRIFLAVINE HYDROCHLORIDE,ACRIFLAVINE HYDROCHLORIDE|ACRIFLAVINIUM CHLORIDE,Small molecule,0,578.38,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,433.2135,None,C27H28Cl4N6,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Cl.Cl.Cl.Nc1ccc2cc3ccc(N)cc3nc2c1.[Cl-]
CHEMBL4594217,CANAGLIFLOZIN,CANAGLIFLOZIN|CANAGLIFLOZIN HEMIHYDRATE|CANAGLIFLOZIN HYDRATE|INVOKANA|JNJ-24831754-ZAE|JNJ-28431754|JNJ-28431754-AAA|TA-7284,Small molecule,4,462.54,,,2.97,90.15,6,4,0,5,N,0.49,12.57,None,3.52,3.52,3,MOL,0,31,5,4,0,444.1407,NEUTRAL,C24H27FO6S,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1.O
CHEMBL4594233,TECHNETIUM TC 99M FURIFOSMIN,MP-1554|Q-12|TECHNETIUM (99MTC) FURIFOSMIN|TECHNETIUM TC 99M FURIFOSMIN|TechneScan Q-12,Small molecule,0,997.47,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,994.4353,None,C44H84ClN2O10P2Tc,
CHEMBL4594241,TECHNETIUM TC 99M SESTAMIBI,Cardiolite|MIRALUMA|TC99M RP-30A|TC99M-RP-30A|TECHNETIUM (99M TC) SESTAMIBI|TECHNETIUM (99MTC) SESTAMIBI|TECHNETIUM TC 99M SESTAMIBI|TECHNETIUM TC-99M SESTAMIBI|TECHNETIUM TC-99M SESTAMIBI KIT,Small molecule,4,783.91,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,787.5014,None,C36H72N6O6Tc,
CHEMBL1220,TINIDAZOLE,"CP-12,574|CP-12574|FASIGYN|Symplotan|TINIDAZOLE|Tindamax|Trimonase",Small molecule,4,247.28,148.0,683.0,0.53,95.10,6,0,0,5,N,0.56,None,3.28,-0.58,-0.58,1,MOL,0,16,7,0,0,247.0627,NEUTRAL,C8H13N3O4S,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
CHEMBL832,SULFINPYRAZONE,ANTURAN|Anturane|SULFINPYRAZONE|SULPHINPYRAZONE|Sulfinpyrazone,Small molecule,4,404.49,166.0,984.0,3.80,57.69,3,0,0,6,N,0.59,3.86,None,3.19,1.10,3,MOL,0,29,5,0,0,404.1195,ACID,C23H20N2O3S,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
CHEMBL1201353,DEXCHLORPHENIRAMINE,CHLORPHENIRAMINE D-FORM|DEXCHLORPHENIRAMINE,Small molecule,4,274.8,129.0,777.0,3.82,16.13,2,0,0,5,N,0.82,None,9.47,3.58,1.52,2,MOL,0,19,2,0,0,274.1237,BASE,C16H19ClN2,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1
CHEMBL88055,RIMITEROL,RIMITEROL,Small molecule,4,223.27,3.0,6.0,1.27,72.72,4,4,0,2,N,0.57,9.74,8.93,0.44,-0.78,1,MOL,0,16,4,4,0,223.1208,BASE,C12H17NO3,Oc1ccc(C(O)C2CCCCN2)cc1O
CHEMBL52440,DEXTROMETHORPHAN,DEXTROMETHORPHAN|Dextromethorphan|Dimetane-DX,Small molecule,4,271.4,142.0,428.0,3.38,12.47,2,0,0,1,N,0.78,None,9.85,3.49,1.08,1,MOL,0,20,2,0,0,271.1936,BASE,C18H25NO,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
CHEMBL526,PROPOFOL,"DISOPROFOL|Diprivan|Disoprivan|ICI 35,868|ICI 35-868|ICI-35868|ICI35,868|NSC-5105|PROPOFOL|Rapinovet",Small molecule,4,178.27,170.0,590.0,3.64,20.23,1,1,0,2,N,0.73,10.98,None,4.16,4.16,1,MOL,0,13,1,1,0,178.1358,NEUTRAL,C12H18O,CC(C)c1cccc(C(C)C)c1O
CHEMBL253371,ALVERINE,ALVERINE,Small molecule,4,281.44,5.0,27.0,4.57,3.24,1,0,0,9,N,0.65,None,10.44,5.46,2.55,2,MOL,0,21,1,0,0,281.2143,BASE,C20H27N,CCN(CCCc1ccccc1)CCCc1ccccc1
